app_id;name;type;required_age;is_free;coming_soon;price_initial_usd_cents;price_final_usd_cents;metacritic_score;achievements_total;dlc_count;supports_windows;supports_mac;supports_linux;early_reviews_window_available;early_reviews_total;early_reviews_positive;early_reviews_negative;early_review_score;early_positive_ratio;players_7days_after_release;genre__action;category__adjustable_text_size;category__camera_comfort;category__color_alternatives;category__cross_platform_multiplayer;category__custom_volume_controls;category__family_sharing;category__keyboard_only_option;category__mouse_only_option;category__multi_player;category__online_pvp;category__partial_controller_support;category__playable_without_timed_input;category__pvp;category__steam_achievements;category__stereo_sound;category__subtitle_options;category__surround_sound;category__touch_only_option;tag__action;tag__character_customization;tag__class_based;tag__cyberpunk;tag__extraction_shooter;tag__fps;tag__first_person;tag__futuristic;tag__gun_customization;tag__hero_shooter;tag__inventory_management;tag__lgbtq;tag__multiplayer;tag__online_co_op;tag__psychological_horror;tag__pve;tag__pvp;tag__sci_fi;tag__shooter;tag__survival
3065800;Marathon;game;0;0;0;3999;3999;0;14;1;1;0;0;1;25822;22613;3209;8;0.8757261250096817;60335.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
